20190107	iKON	벌떼 (B-DAY)	male	댄스	35	B.I,BOBBY	B.I,강욱진,AiRPLAY	YG 엔터테인먼트	Oh move stupid like it’s your birthday This is how we celebrate man Uh get ‘em 선글라스 목걸이 금이빨 ice clean 내 스타일 눈부셔 알잖아 빛이! 몰려다녀 우린 메두사 너넨 다 나 보면 돌처럼 굳는다 안 친한 녀석들 숟가락 치워라 꿀 빨며 돈 번다 돈 벌어 돈 벌어 100 bandz 해가 저물 때 쇼는 시작돼 불처럼 뜨겁게 몸이 달아올라 This is how we celebrate Pop the champagne 벌처럼 가볍게 높이 날아올라 우리들은 벌떼 다 birthday 처럼 달려 들어 우리들은 벌떼 꿀 빨 때처럼 왱왱 우리들은 벌떼 다 birthday 처럼 달려 들어 우리들은 벌떼 다같이 꿀 빨러 가자 왱 왱왱왱왱왱 uh oh 꿀 빨러 가자 왱 왱왱왱왱왱 uh oh 꿀 빨러 가자 조명은 어둡게 니 몸은 뜨겁게 불태워 내가 너의 불씨가 돼줄게 Welcome to 네버랜드 I'll be your 피터팬 외로운 사람들 끼리끼리 위로해 Where we now I don't know know know yeah 해 뜰 때까지 let’s go go go yeah 우리는 밤에 피는 꽃 꽃 꽃 yeah 다 같이 발을 굴려 동 동 동 woah 해가 저물 때 쇼는 시작돼 불처럼 뜨겁게 몸이 달아올라 This is how we celebrate Pop the champagne 벌처럼 가볍게 높이 날아올라 우리들은 벌떼 다 birthday 처럼 달려들어 우리들은 벌떼 꿀 빨 때처럼 왱왱 우리들은 벌떼 다 birthday 처럼 달려들어 우리들은 벌떼 다같이 꿀 빨러 가자 왱 왱왱왱왱왱 uh oh 꿀 빨러 가자 왱 왱왱왱왱왱 uh oh 꿀 빨러 가자 이 밤은 길어 집에 가긴 일러 다 잔을 비워 이 분위길 띄워 Ay 난 품위 없어 still 여전해 양기가 넘쳐 you know what I mean Ay 내일은 없어 좀 위험해 끝까지 달려 to the 피날레 우리들은 벌떼 다 birthday 처럼 달려들어 우리들은 벌떼 꿀 빨 때처럼 왱왱 우리들은 벌떼 다 birthday 처럼 달려들어 우리들은 벌떼 다같이 꿀 빨러 가자 왱 왱왱왱왱왱 uh oh 꿀 빨러 가자 왱 왱왱왱왱왱 uh oh 꿀 빨러 가자 
20190107	iKON	BEAUTIFUL	male	댄스	75	B.I,TEDDY,BOBBY	B.I,TEDDY,CHOICE37	YG 엔터테인먼트	Uh Baby yo so beautiful uh 느낌적인 느낌 있어 uh Give me your girl Give me your love Baby yo so beautiful oh Baby yo so wonderful uh 아름다운 저 하늘 위로 오늘 밤 데려가 줄게 uh Baby yo so wonderful oh Baby yo so beautiful i love it 로맨틱한 느낌에 낭만적인 이 분위기에 취한 너와 나 함께 걸을 때면 레드카펫이 돼 버리는 거리 Wow 꿈처럼 황홀한 밤 살아있음을 느껴 Don't kill my vibe 세상 모든 별을 너의 눈에 담은 듯해 사랑하는 그대여 take my hand 넌 천사야 어서 날개를 펴 난 두 눈이 멀어 모든 게 내겐 순수한 첫 경험 모든 게 너무 완벽해 보면 볼수록 감격해 까만 눈동자 속에 빠지고 싶어 그대여 넌 내 오감을 자극해 공기 마저도 야릇해 사람이 아닌 듯해 오 나의 아프로디테여 I’m feeling so good 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 Let me tell you something 넌 나의 오감을 지배해 Baby 난 너의 노예 네 모습은 마릴린 너의 목소린 여름의 노래 너는 향수 같아 red wine 입술 마시다가 취해 죽게 Come surf me baby 밤바람 같은 숨결 느껴 널 흔들어 oh girl 터져대는 감성 부 부 불꽃놀이 같아 춤을 추는 네 뒤태 난 빠져가고 좀 더 깊게 잠수하게 해줘 모든 게 너무 완벽해 보면 볼수록 감격해 까만 눈동자 속에 빠지고 싶어 그대여 넌 내 오감을 자극해 공기 마저도 야릇해 사람이 아닌 듯해 오 나의 아프로디테여 I’m feeling so good 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 그대 물처럼 내게 밀려와요 나 잠겨 죽어도 좋으니 이 순간이 꿈처럼 잠시뿐이라도 지금의 나를 잊지 말아요 I’m feeling so good (난 기분이 너무 좋아) 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 Baby yo so beautiful uh 느낌적인 느낌 있어 uh Give me your girl Give me your love 바라볼 때면 Baby yo so wonderful uh 아름다운 저 하늘 위로 오늘 밤 데려가 줄게 나 꿈을 꾸는 듯해 
20190107	iKON	BEAUTIFUL	male	댄스	75	B.I,TEDDY,BOBBY	B.I,TEDDY,CHOICE37	YG 엔터테인먼트	Uh Baby yo so beautiful uh 느낌적인 느낌 있어 uh Give me your girl Give me your love Baby yo so beautiful oh Baby yo so wonderful uh 아름다운 저 하늘 위로 오늘 밤 데려가 줄게 uh Baby yo so wonderful oh Baby yo so beautiful i love it 로맨틱한 느낌에 낭만적인 이 분위기에 취한 너와 나 함께 걸을 때면 레드카펫이 돼 버리는 거리 Wow 꿈처럼 황홀한 밤 살아있음을 느껴 Don't kill my vibe 세상 모든 별을 너의 눈에 담은 듯해 사랑하는 그대여 take my hand 넌 천사야 어서 날개를 펴 난 두 눈이 멀어 모든 게 내겐 순수한 첫 경험 모든 게 너무 완벽해 보면 볼수록 감격해 까만 눈동자 속에 빠지고 싶어 그대여 넌 내 오감을 자극해 공기 마저도 야릇해 사람이 아닌 듯해 오 나의 아프로디테여 I’m feeling so good 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 Let me tell you something 넌 나의 오감을 지배해 Baby 난 너의 노예 네 모습은 마릴린 너의 목소린 여름의 노래 너는 향수 같아 red wine 입술 마시다가 취해 죽게 Come surf me baby 밤바람 같은 숨결 느껴 널 흔들어 oh girl 터져대는 감성 부 부 불꽃놀이 같아 춤을 추는 네 뒤태 난 빠져가고 좀 더 깊게 잠수하게 해줘 모든 게 너무 완벽해 보면 볼수록 감격해 까만 눈동자 속에 빠지고 싶어 그대여 넌 내 오감을 자극해 공기 마저도 야릇해 사람이 아닌 듯해 오 나의 아프로디테여 I’m feeling so good 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 그대 물처럼 내게 밀려와요 나 잠겨 죽어도 좋으니 이 순간이 꿈처럼 잠시뿐이라도 지금의 나를 잊지 말아요 I’m feeling so good (난 기분이 너무 좋아) 너무 아름다운 너의 두 눈을 바라볼 때면 세상을 가진 기분 Dancing under the moon Oh 나 꿈을 꾸는 듯해 Baby yo so beautiful uh 느낌적인 느낌 있어 uh Give me your girl Give me your love 바라볼 때면 Baby yo so wonderful uh 아름다운 저 하늘 위로 오늘 밤 데려가 줄게 나 꿈을 꾸는 듯해 
20190107	iKON	내가 모르게 (DON`T LET ME KNOW)	male	댄스	78	B.I,승	B.I,MILLENNIUM	YG 엔터테인먼트	난 모르게 해줘요 너무 사랑해서 자랑하고 싶은 그런 사람 만나도 난 모르겠어요 너만큼 애틋한 사람을 만날 수 있을까 걱정돼 알아요 우리가 했던 그 모든 순간 이제는 그와 나누겠죠 그래도 제발 처량한 내가 모르게 해줘요 아직 가슴속에 (아직 가슴속에) 네가 가득해서 (네가 가득해서) 다른 누군가를 (다른 누군가를) 채울 수가 없어 난 모르게 해줘요 너무 사랑해서 자랑하고 싶은 그런 사람 만나도 난 모르겠어요 너만큼 애틋한 사람을 만날 수 있을까 걱정돼 내가 모르게 아직은 괜찮지가 않아요 나도 모르게 마음이 저릴까 봐 겁나요 난 모르게 해줘요 yeah 당신의 아름다움을 혼자 담아내기에 나의 그릇이 너무 작아서 놓치다 못해 엎질러지고 야속하게 물처럼 흩어져 너는 괜찮은 사람 만나 내가 행복할 거라 생각하면 기쁘기는 하다만 왠지 맘 한켠이 아파 아직 가슴속에 (아직 가슴속에) 네가 가득해서 (네가 가득해서) 다른 누군가를 (다른 누군가를) 채울 수가 없어 난 모르게 해줘요 너무 사랑해서 자랑하고 싶은 그런 사람 만나도 난 모르겠어요 너만큼 애틋한 사람을 만날 수 있을까 걱정돼 내가 모르게 아직은 괜찮지가 않아요 나도 모르게 마음이 저릴까 봐 겁나요 난 모르게 해줘요 좋아요 그대가 웃어서 아파요 난 그러지 못해서 함께 했었던 그 시절에서 벗어나질 못해요 내가 모르게 아직은 괜찮지가 않아요 나도 모르게 마음이 저릴까 봐 겁나요 oh oh oh oh oh oh oh~ oh oh oh oh oh oh oh~ oh oh oh oh oh oh oh~ oh oh oh oh oh oh oh~ 난 모르게 해줘요 너무 사랑해서 자랑하고 싶은 그런 사람 만나도 난 모르겠어요 너만큼 애틋한 사람을 만날 수 있을까 걱정돼 난 모르게 해줘요 
20190107	iKON	이별길 (GOODBYE ROAD)	male	발라드	2	B.I,BOBBY	B.I,Bekuh BOOM,FUTURE BOUNCE	YG 엔터테인먼트	goodbye goodbye 이별을 알았다면 그토록 사랑하지 말 걸 그랬나 봐요 (check it out yo) 무덤덤해져 가는 서로의 감정 때문에 상처를 주는 것조차도 이제 무덤덤한 우리 이미 사랑은 떠났고 정밖에 남지 않았어 그냥 그런가 하고 뜨뜻미지근 해졌지 (where you at) 관심은 집착이 되어 버리고 (where you at) 의심은 거의 밥 먹듯이 해 너와 내가 쌓았던 신뢰란 성은 무너지고 넌 이제 이별길을 걸으며 새사람을 찾지 같이 울기 위해 널 만난 건 아닌데 (눈물이 난다) 상처받기 위해 쌓은 추억이 아닌데 (잊혀져 간다) 너무 쉽게 또 한 사람과 남이 돼 고작 이별하기 위해 널 사랑한 건 아닌데 (익숙해져 간다) 잘 가요 그 험한 이별길을 나를 떠나 부디 꽃길만 걸어요 조심히 가요 외로운 이별길을 가는 길에 나의 모든 기억을 버려요 (check it out) 지나간 기억 속에서 산다는 건 그 얼마나 무기력한 외로움일까 그 기억 속에서조차 잊혀진다는 건 또 어떤 순간보다 잔인한 아픔인가 죽도록 사랑했건만 끝내 나 죽지 않았네 숨을 깊게 들이마셔도 내뱉으면 한숨이 돼 누구나 하는 이별이니 우리 슬퍼 말아요 난 또 그대 닮은 듯 아닌 사람 찾아갈게요 같이 울기 위해 널 만난 건 아닌데 (눈물이 난다) 상처받기 위해 쌓은 추억이 아닌데 (잊혀져 간다) 너무 쉽게 또 한 사람과 남이 돼 고작 이별하기 위해 널 사랑한 건 아닌데 (익숙해져 간다) 잘 가요 그 험한 이별길을 나를 떠나 부디 꽃길만 걸어요 조심히 가요 외로운 이별길을 가는 길에 나의 모든 기억을 버려요 (check it out) goodbye goodbye 이별을 알았다면 그토록 사랑하지 말 걸 그랬나 봐요 goodbye goodbye 어차피 떠난다면 어떤 미련도 남지 않게 보란 듯이 살아요 (check it out) 잘 가요 어여쁜 내 사람아 나를 떠나 행복하게만 살아요 (행복하게만 살아요) 조심히 가요 가슴 아픈 사랑아 내 곁에 있을 때처럼 아프지 말아요 (그대 아프지 말아요) 나 나나나나나나 나나나나나나 나나나나나 나나나나 나 나나나나나나 나나나나나나 나나나나나 (check it out) 
20190107	iKON	LONG TIME NO SEE	male	발라드	48	B.I,BOBBY	B.I,Lydia Paek,CHOICE37,태양	YG 엔터테인먼트	너 같은 사람은 너 하나밖에 없더라 가진 게 없어도 더할 게 하나 없더라 내 세상을 자꾸 멈춰 나 네가 없을 땐 내 주위에 꽃이 하나 없더라 Long time no see 나를 향한 손짓 바라보는 눈빛 없는 나는 뭔지 중심에 있던 네가 추억에 잠겨버린 후 다시 네 앞에 서기까지 또 노력했어 늘 다시 본다는 사실에 내 맘은 자꾸만 설레 네 이름이 입에 뱄어 온종일 네 얘길 꺼내 I don’t want nobody else 시간을 달려왔어 baby 좀만 기다려 기억 저편에서 날 기다리던 너의 앞에 서 있어 ooh yeah Long time no see 그동안 어떻게 지냈니 너무 오랫동안 기다렸지 이제 어디 안 가 Baby don’t worry Long time no see 많이 그리웠어 나 역시 네게 가는 길을 헤매었지 이제 어디 안 가 Baby don’t worry Ahah 정말 오랜만이야 Ahah 정말 오랜만이야 널 기다리게 했지 결국 부러질 듯 가녀린 새끼손가락 걸고 약속했지만 지켜주지 못해 미안해 왜 이리 늦었는지 설명해줄게 전부 listen 신이 주신 아픔을 이겨내느라 피와 살을 나눈 형제들을 지켜내느라 공허함만이 남은 속을 비워내면서도 커져만 가는 꿈을 계속 이뤄내느라 많이 늦었어 무너진 꿈을 다시 일으키기까지가 힘들었어 끝내 지금의 내가 됐고 넌 여전히 아름답네 오랜만이야 많이 그리웠어 기억 저편에서 날 기다리던 너의 앞에 서 있어 ooh yeah Long time no see 그동안 어떻게 지냈니 너무 오랫동안 기다렸지 이제 어디 안 가 Baby don’t worry Long time no see 많이 그리웠어 나 역시 네게 가는 길을 헤매었지 이제 어디 안 가 Baby don’t worry Oh baby don’t worry 함께해 영원히 네 곁을 지켜주겠다고 약속해 Oh baby don’t worry 함께 해 영원히 (영원히) 네가 있는 그곳에 내가 있을게 (Don’t worry) Long time no see 그동안 어떻게 지냈니 너무 오랫동안 기다렸지 이제 어디 안 가 Baby don’t worry Long time no see 많이 그리웠어 나 역시 네게 가는 길을 헤매었지 이제 어디 안 가 Baby don’t worry Ahah 정말 오랜만이야 Ahah 정말 오랜만이야 
20190107	iKON	BEST FRIEND	male	발라드	92	B.I,이정현	B.I,Bekuh BOOM,FUTURE BOUNCE	YG 엔터테인먼트	늦은 밤 술에 취한 니 목소리 뭔가 슬픈 일이 있었나봐 니 곁에 그 사람과 많이 다퉜다며 내게 위로해 달라는 너 너 아니면 나 중 한 명은 바보 떠나지도 다가가지도 못하고 그를 바라보는 널 바라보며 내 자신을 달래 눈물이 고여 Cause yo so beautiful to me 결국에 우린 친구로 아이야야 니가 그저 꿈이라면 예쁘고 슬픈 꿈이라 할 텐데 Why 야이야 그 달콤한 목소리로 넌 내게 말해 You are my best friend 워어어어어 워어어어어 가끔씩 기댈 사람 그 정도면 괜찮아 워어어어어 워어어어어 갈 곳 잃은 섬 하나 You are my best friend 사람 마음이 마음대로 될 수 있었다면 진작에 미련 버렸어 I'm talking bout you and me 한발 다가서려 하면 넌 그 사람 손을 잡고 멀어져 굳이 그렇게 선 긋지 말지 여지 두고 있던 사람 민망하게 쓸데없이 예쁘지 말지 매일 밤 내적 갈등해 심각하게 흔들리는 나를 덮치는 파도 사랑한 게 죄라면 너는 감옥 아무렇지 않은 척 마음을 속여 너 때문에 모든 일들이 꼬여 Cause yo so beautiful to me 결국에 우린 친구로 아이야야 니가 그저 꿈이라면 예쁘고 슬픈 꿈이라 할 텐데 Why 야이야 그 달콤한 목소리로 넌 내게 말해 You are my best friend 워어어어어 워어어어어 가끔씩 기댈 사람 그 정도면 괜찮아 워어어어어 워어어어어 갈 곳 잃은 섬 하나 You are my best friend 언제라도 너의 곁에 빈자리가 나면 날 봐주겠니 멀어지는 손 니가 잡아준다면 세상 눈부실 텐데 나 혼자 말하고 혼자 듣는 말 Hey girl you know I love you so 너에게 언젠가 하고 싶은 말 Hey girl you know I love you so 워어어어어 워어어어어 가끔씩 기댈 사람 그 정도면 괜찮아 워어어어어 워어어어어 갈 곳 잃은 섬 하나 You are my best friend 
20190107	iKON	좋아해요 (ADORE YOU)	male	발라드	79	B.I,BOBBY	B.I,R.Tee,서원진	YG 엔터테인먼트	살아가며 내가 널 만나 많은 기억을 남기고 가까워질수록 새어 나오는 내 진심을 삼키고 타오르는 불꽃이 쉽게 꺼져버릴 걸 알기에 우리 제일 좋을 때인 지금 이대로 남아있어요 내 생에 잃고 싶지 않은 그런 사람 그대는 어떤가요 나 사실 그대가 바라보면 입 맞추고 싶은데 그대 내게 괜찮은 사람이에요 그러니 더는 다가오지 말아요 그대 오래 보고픈 사람이에요 oh oh 우리 이대로 그냥 머물러요 사실 좋아해요 내가 많이 좋아해요 이런 내 맘 숨길 수 있게 말없이 안아줘요 너도 알잖아 사랑에 대해 yeah 시간이 지나면 정리돼버리는 게 yeah 결국 제자리일 거면 계속 이렇게 yeah 서로의 마음을 모른척하면 안 될까 사랑과 우정 사이 그 변두리에서 서로 마주하지만 괜히 조심스러워 언젠가 맞이할 이별이란 게 곤히 잠든 그대 머리맡에 좋아한다는 말을 남기고 한발 물러설 수밖에 내 생에 잃고 싶지 않은 그런 사람 그대는 어떤가요 나 사실 그대가 바라보면 입 맞추고 싶은데 그대 내게 괜찮은 사람이에요 그러니 더는 다가오지 말아요 그대 오래 보고픈 사람이에요 oh oh 우리 이대로 그냥 머물러요 사실 좋아해요 내가 많이 좋아해요 이런 내 맘 숨길 수 있게 말없이 안아줘요 내가 다가간다면 그녀가 웃어줄까요 시간이 지나서 우리 사이 무의미해질까 봐 겁이 나요 세상에 영원한 건 없다지만 그게 우리는 아니기를 매일 밤 기도해요 그대 내게 괜찮은 사람이에요 그러니 더는 다가오지 말아요 그대 오래 보고픈 사람이에요 oh oh 우리 이대로 그냥 머물러요 사실 좋아해요 내가 많이 좋아해요 이런 내 맘 숨길 수 있게 말없이 안아줘요 
20190107	iKON	잊지마요 (DON’T FORGET)	male	발라드	94	B.I,김준,BOBBY	B.I,강욱진,Diggy	YG 엔터테인먼트	우리의 시간이 멈춘 거 같아 세상에 영원한 건 없었나 세월이 지나도 나의 그대가 나를 기억할까 아련한 흔적 속에 Don’t forget about me 너와 내 풍경은 색이 바래지고 지독하게 아름다웠던 꿈에서 깨어나 너의 전부로 추억할 수 없다면 그저 잊지 못할 조각으로 남겨줘 속삭이던 약속 지새던 밤도 다 그날 꼭 기억해주길 잊지 마요 잊지 마요 그대 날 잊지 말아요 Don’t forget us don’t forget me Everything about me 잃고 나면 소중함을 안다는 그 말도 잃어보기 전까지는 알 수 없더라고 큰 파도 정도 몰아치겠지 생각했는데 우주가 무너지네 우린 어렸지만 서로로 인해 어른이 됐던 사실들과 어설펐지만 전부를 주고 진심이 담겼던 말들 다 기억하길 바랄게 그냥 버리기에는 예쁘니까 행복하길 빌게 너로 인해 행복했었던 나니까 너와 내 풍경은 색이 바래지고 지독하게 아름다웠던 꿈에서 깨어나 너의 전부로 추억 할 수 없다면 그저 잊지 못할 조각으로 남겨줘 속삭이던 약속 지새던 밤도 다 그날 꼭 기억해주길 예에 안녕을 말하고 뒤돌아서는 길 같은 달빛 아래 다른 밤을 보내야겠지 나 익숙해져 볼게 너 잘 지낸다면 그걸로 다행이야 그 황홀했던 날들 잊지 마요 잊지 마요 그대 날 잊지 말아요 Don’t forget us don’t forget me Everything about me 너의 전부로 추억 할 수 없다면 그저 잊지 못할 조각으로 남겨줘 속삭이던 약속 지새던 밤도 다 그날 꼭 기억해주길 
20190107	iKON	나쁜놈 (JERK)	male	발라드	78	B.I,BOBBY	B.I,강욱진	YG 엔터테인먼트	많이 어렸어 지금도 어리지만 그땐 많이 어렸어 넌 마음이 여렸어 철없었던 내가 너란 예쁜 꽃을 꺾었어 욕심이 많았거든 결국엔 시들어 버렸어 넌 기다리고 기다렸지 나의 진심을 진심을 준다고 줬지만 진심이 뭔지를 모르던 그때가 후회가 되지만 이거 하나 말할게 그마저 사랑이었음을 눈물이 흘러 니 아픔을 이해할 때면 니 이름 불러 세상 속에 작아질 때면 말없이 곁에 함께해 준 시간들 이제 와서야 가슴 한 켠에 사무쳐 내가 나쁜 놈 할게 넌 좋은 여자니까 ye ye 내가 나쁜 놈 할게 넌 착한 여자니까 쓰레기 같은 성격도 보잘것없는 모습도 니가 다 받아줬으니까 ye ye 내가 할 말이 없네 내가 없어야 니가 정신을 차리지 정신 차리고 보니 내 옆엔 넌 없었어 니 입버릇에 콧방귀 뀌며 널 당연히 여겨 처음부터 우린 나 하나밖엔 몰라서 설렘이 익숙해질 때 사랑을 정으로 알고 정보단 우정이 내게는 중요할 때쯤 헤어지기를 원했던 내가 이 노래 조차에서도 너에 관한 얘길 해 니가 듣길 바랄 뿐 눈물이 흘러 니 아픔을 이해할 때면 니 이름 불러 세상 속에 작아질 때면 말없이 곁에 함께 준 시간들 이제 와서야 가슴 한 켠에 사무쳐 내가 나쁜 놈 할게 넌 좋은 여자니까 ye ye 내가 나쁜 놈 할게 넌 착한 여자니까 쓰레기 같은 성격도 보잘것없는 모습도 니가 다 받아 줬으니까 ye ye 내가 할 말이 없네 사랑에 서툴렀던 사람들 say ya 이별에 어려웠던 사람들 say ya 사랑에 서툴렀던 사람들 say ya 이별에 어려웠던 사람들 say ya 내가 나쁜 놈 할게 넌 좋은 여자니까 ye ye 내가 나쁜 놈 할게 넌 착한 여자니까 쓰레기 같은 성격도 보잘 것 없는 모습도 니가 다 받아줬으니까 ye ye 내가 할 말이 없네 
20190107	iKON	꼴좋다 (PERFECT)	male	발라드	87	B.I	B.I,FUTURE BOUNCE	YG 엔터테인먼트	I was wrong baby come back to me 왜 이제 와 너 보고 싶은지 but It’s too late 곁에 있을 땐 몰랐는데 너 역시 스쳐 가는 사람인 줄 알았는데 어떻게 참았니 내 곁에서 이기적인 모습까지도 다 감싸줬니 왜 한 번도 너의 눈물 닦아주지 못했어 모든 게 지겹고 네가 날 밀어내길 바랐어 꼴좋다 나란 놈 정말 정떨어진다 질린다 나란 놈 꼴도 보기 싫다 oh baby baby 내가 정신이 나갔지 그토록 아름다운 널 두고 이젠 거울도 보기 쪽팔린다 나란 놈 꼴좋다 I was wrong baby come back to me 널 잃고서 지난날의 그리움이 다가와 그땐 미처 몰랐던 너의 맘을 사랑이 떠난 후에야 알게 됐네 어떻게 참았니 내 곁에서 이기적인 모습까지도 다 감싸줬니 왜 한 번도 너의 눈물 닦아주지 못했어 모든 게 지겹고 네가 날 밀어내길 바랐어 꼴좋다 나란 놈 정말 정떨어진다 질린다 나란 놈 꼴도 보기 싫다 oh baby baby 내가 정신이 나갔지 그토록 아름다운 널 두고 이젠 거울도 보기 쪽팔린다 나란 놈 꼴좋다 여태껏 나 혼자 잘난 맛에 살았어 과분한 사랑을 받았어 다 의미 없어 자신이 없어 내 꼬라지 한심하기 짝이 없어 후회는 기본이고 손에 잡히지 않아 그 어떤 일도 들리지 않는 위로 아니 잠시나마 oh 나 같은 놈도 제대로 살 수 있게 해준 너였잖아 꼴좋다 나란 놈 정말 정떨어진다 질린다 나란 놈 꼴도 보기 싫다 oh baby baby 내가 정신이 나갔지 그토록 아름다운 널 두고 이젠 거울도 보기 쪽팔린다 나란 놈 꼴좋다 
20190107	iKON	안아보자 (HUG ME)	male	발라드	91	B.I,BOBBY	B.I,Tablo	YG 엔터테인먼트	딱 한 번만 10초만 진지하게 안아보자 많이 놀랬지 내가 새벽 감성에 취해서 이런저런 생각 하다 여기까지 오게 됐어 긴장할 필요 없어 그리 중요한 건 아니야 일단 들어보기나 해봐 사양할게 너의 사양 알아 우린 친구고 넌 그의 여자친구고 내일도 모레도 아마 평생을 친구로 지낼 수도 있겠지만 그냥 친구 대 친구로 얘기나 좀 하자고 그래서 사실 일부러 이 시간에 불러냈어 미안해 대화가 부담스럽다면 듣기만 해 예의상 참다가 답답해서 화병 나기 전이야 그의 여자인 너를 사랑 아니 좋아해 많이 이미 멀리 와 버린 우리 둘 난 그저 말없이 기다릴 뿐 매일 밤 너의 기억을 또 서성이며 초라한 미련을 버리는 중 딱 한 번만 10초만 진지하게 안아보자 멀어지지 않을 정도만 안아보자 미련이 남지 않을 정도만 그저 한 번만 그에게 가기 전에 안아보자 멀어지지 않을 정도만 안아보자 미련이 남지 않을 정도만 누구보다 증오하던 모습이 내 모습이 됐어 내 머린 안된다 하지만 난 널 원하고 있어 시간이 지날수록 짙어져만 가는 내 감정 감춰보려 노력해도 움직여 본능 시키는 대로 매번 곁에서는 친구 나 혼자서는 연인 잊어보려 걸어 너와 그가 걷던 거리 꿈 같이 내게 완벽해 여름날의 물놀이 가뭄 같은 내 일상 속에 넌 봄비 같은 story 내 마음이 뜻대로 되지 않는듯해 이 정도일 줄은 몰랐는데 아직도 애틋해서 괜히 마음이 급해져 혹시 모르니까 가능성은 열어둘게 이미 멀리 와버린 우리 둘 난 그저 말없이 기다릴 뿐 매일 밤 너의 기억을 또 서성이며 초라한 미련을 버리는 중 딱 한 번만 10초만 진지하게 안아보자 멀어지지 않을 정도만 안아보자 미련이 남지 않을 정도만 그저 한 번만 그에게 가기 전에 안아보자 멀어지지 않을 정도만 안아보자 미련이 남지 않을 정도만 니 품은 이랬구나 꽤 많이 따뜻하구나 사랑을 해선지 몰라도 가질 수 없는 넌 여전히 아름답구나 니 품은 이랬구나 꽤 많이 따뜻하구나 이루지 못한 사랑도 사랑이라면 내 맘 편해질 수 있을까 딱 한 번만 10초만 진지하게 안아보자 멀어지지 않을 정도만 안아보자 미련이 남지 않을 정도만 그저 한 번만 그에게 가기 전에 안아보자 멀어지지 않을 정도만 안아보자 미련이 남지 않을 정도만 니 품은 이랬구나 꽤 많이 따뜻하구나 사랑을 해선지 몰라도 가질 수 없는 넌 여전히 아름답구나 
20200422	에이프릴 (APRIL)	LALALILALA	female	댄스	40	강명신,moonc	강명신,moonc	DSP 미디어	눈을 감고 네 얼굴을 떠올리면 별들이 반짝여 난 그 사이를 이어 눈부셔 고갤 떨어뜨리면 까만 밤을 건너 너에게로 날아가 오직 너만 볼 수 있게 그 열쇠를 너에게만 줄게 조금만 더 가까이 내가 닿을 수 있게 네 맘을 열어줘 별들의 숫자만큼만 나를 떠올려줄래 더 많이 사랑해줄게 캄캄한 밤을 다 채울 만큼 너의 빛이 되어 줄게 오늘부터 넌 내 꿈만 꿔 LALALALILALA LALALALILALA 주문을 외울 테니 oh 넌 내 꿈만 꿔 LALALALILALA LALALALILALA 헤어날 수 없을 걸 oh 넌 내 꿈만 꿔 LALALALILALA 눈을 감고 내 얼굴을 떠올려봐 아득한 꿈속을 내가 비춰줄 거야 사실 너도 모르게 오랫동안 You're my star and my dream 숨 가빠지게 하잖아 내 반경에 네가 들어올 때 달아나버릴 듯한 호흡을 가다듬고 너에게 가고 있어 별들의 숫자만큼만 나를 떠올려줄래 더 많이 사랑해줄게 캄캄한 밤을 다 채울 만큼 너의 빛이 되어 줄게 오늘부터 넌 내 꿈만 꿔 LALALALILALA LALALALILALA 주문을 외울 테니 oh 넌 내 꿈만 꿔 LALALALILALA LALALALILALA 헤어날 수 없을 걸 oh 넌 내 꿈만 꿔 LALALALILALA 이미 눈치챈 것처럼 너의 품을 동경해 난 그래 너의 꿈이 되는 법 굳이 말하면 풀기 어려운 문제 Fly to the sky of night I'll be inside 너의 밤 자연스럽게 그 안에 스며들래요 별들의 숫자만큼만 나를 떠올려줄래 더 많이 사랑해줄게 캄캄한 밤을 다 채울 만큼 너의 빛이 되어 줄게 오늘부터 넌 내 꿈만 꿔 LALALALILALA LALALALILALA 주문을 외울 테니 oh 넌 내 꿈만 꿔 LALALALILALA LALALALILALA 헤어날 수 없을 걸 oh 넌 내 꿈만 꿔 LALALALILALA 
